Index;ISBN 13;Author ID;Nº of pages;Publication date;Rating;Nº of ratings;Nº of reviews
5721;9,78159E+12;726;5;27/02/2006;4,04;28;4
5722;9,78159E+12;726;8;01/11/2003;3,99;101;13
5723;9,78159E+12;726;460;13/11/2006;4;49;5
5724;9,78032E+12;1683;896;05/02/2002;4,37;47239;1251
5725;9,78032E+12;2238;340;03/01/2007;3,73;2104;220
5726;9,78075E+12;2238;368;18/04/2002;4,06;4227;126
5727;9,78006E+12;2238;352;30/04/2002;3,72;840;113
5728;9,78055E+12;2238;291;03/03/1997;3,52;567;38
5729;9,78044E+12;2238;368;01/03/1987;3,94;2180;66
5730;9,78044E+12;2238;416;02/09/1998;3,83;936;45
5731;9,78072E+12;2238;307;07/05/1987;3,76;605;26
5732;9,78055E+12;2238;416;01/11/1995;3,8;680;43
5733;9,78156E+12;2239;10;07/01/2003;3,86;825;49
5734;9,78159E+12;2239;11;01/08/2005;3,85;15;6
5735;9,78142E+12;2240;13;28/11/2006;4,18;126;26
5736;9,7816E+12;2240;9;25/07/2005;4,18;106;20
5737;9,78142E+12;2240;12;25/11/2006;4,1;209;54
5738;9,78159E+12;2240;12;01/05/2005;4,13;198;28
5739;9,78159E+12;2240;11;09/10/2006;4,12;174;35
5740;9,78142E+12;2240;15;25/06/2006;4,2;115;33
5741;9,7816E+12;2240;12;25/05/2005;4,16;132;28
5742;9,78062E+12;2240;1;04/11/2003;3,6;5;2
5743;9,78074E+12;2039;0;24/10/2006;3,82;57;11
5744;9,78074E+12;2039;0;30/05/2006;4,26;77;3
5745;9,78074E+12;2039;0;27/09/2005;3,87;24;3
5746;9,78055E+12;2039;0;01/04/2003;3,89;2;0
5747;9,78079E+12;2039;4;01/04/1996;4,1;13;2
5748;9,78044E+12;2241;278;07/08/2007;3,7;6572;660
5749;9,78044E+12;2241;270;01/08/2006;3,68;342;35
5750;9,78006E+12;2241;278;02/09/2003;4,15;108783;4005
5751;9,78069E+12;2241;332;01/05/1992;3,7;336;13
5752;9,78044E+12;2241;278;01/11/2001;3,09;690;71
5753;9,78044E+12;2241;351;01/10/1998;3,74;16338;422
5754;9,78045E+12;2241;352;01/11/1993;3,73;193;12
5755;9,78038E+12;2241;323;01/10/1978;3,56;97;2
5756;9,78045E+12;2242;288;01/03/1999;3,82;60;11
5757;9,78038E+12;2241;227;28/06/1992;3,69;485;8
5758;9,78142E+12;2243;200;13/02/2007;3,94;102;15
5759;9,78062E+12;250;0;14/10/2004;3,55;3;0
5760;9,78006E+12;2244;416;01/02/2001;4,18;109447;2859
5761;9,78059E+12;2244;401;05/03/2001;4,18;44;3
5762;9,78006E+12;2244;240;08/08/2006;3,38;2907;261
5763;9,78038E+12;2244;375;02/05/2000;4,09;16329;619
5764;9,78016E+12;2244;282;15/09/2003;3,95;29089;1523
5765;9,78038E+12;2244;369;27/04/2004;4,09;134985;6300
5766;9,78062E+12;534;1;15/10/2002;3,58;0;0
5767;9,78045E+12;534;348;16/08/2006;3,75;70771;1815
5768;9,78006E+12;2245;448;05/09/2006;3,84;635;57
5769;9,78087E+12;2246;234;30/10/2005;3,39;12;1
5770;9,78159E+12;2247;292;19/12/1999;3,5;50;4
5771;9,78039E+12;2248;393;15/08/2006;4,13;42325;2011
5772;9,78038E+12;2248;418;01/10/2002;4,09;53996;2171
5773;9,78006E+12;2248;436;30/09/2003;4,09;25675;1096
5774;9,78039E+12;2248;404;31/07/2007;4,19;19136;979
5775;9,78006E+12;2248;422;27/07/2004;4,08;25119;900
5776;9,78044E+12;2248;549;25/07/2006;4,12;21130;708
5777;9,78006E+12;2248;384;26/05/2015;3,48;22;4
5778;9,7801E+12;2248;384;03/06/2004;3,48;1322;88
5779;9,78159E+12;2249;14;11/05/2004;4,16;178;35
5780;9,78186E+12;2249;15;01/10/2004;4,09;4;0
5781;9,78157E+12;2249;3;08/07/1999;4,09;16;3
5782;9,78159E+12;2249;3;10/04/2004;4,05;124;27
5783;9,78159E+12;2249;14;17/05/2002;4,15;64395;1617
5784;9,78159E+12;2249;14;11/05/2004;4,16;4;0
5785;9,78159E+12;2249;12;14/06/2005;4,21;138;26
5786;9,78074E+12;2249;13;15/05/2007;4,18;53;15
5787;9,78142E+12;2249;6;28/04/2007;4,16;10;3
5788;9,78186E+12;2249;14;01/05/2002;4,09;7;1
5789;9,78142E+12;2249;5;28/02/2007;4,01;40;14
5790;9,78159E+12;2249;14;25/11/2004;4,09;3;1
5791;9,78159E+12;2249;14;10/06/2004;4,16;3;2
5792;9,78159E+12;2249;14;25/11/2004;4,09;11;1
5793;9,78159E+12;2249;14;25/11/2004;4,09;18;4
5794;9,78159E+12;2249;14;10/06/2004;4,16;1;0
5795;9,78081E+12;2250;360;01/10/2005;4,13;497;58
5796;9,78079E+12;2251;224;16/12/2001;3,69;70;8
5797;9,7814E+12;534;272;10/05/2005;3,44;1612;100
5798;9,78084E+12;2252;337;01/10/2004;3,47;20;6
5799;9,78084E+12;2252;323;01/12/2005;3,44;17;4
5800;9,78035E+12;2253;128;02/01/2001;3,81;1339;136
5801;73999768442;2253;448;01/07/2004;4,1;291;35
5802;9,78045E+12;2253;244;01/09/1986;3,37;242;17
5803;9,78044E+12;2253;399;15/06/1980;3,19;258;14
5804;73999254907;2253;504;01/05/2000;4,29;17;1
5805;9,78035E+12;2253;456;15/07/2003;4,26;703676;13878
5806;9,78068E+12;2253;306;13/03/1991;3,67;129;14
5807;9,78843E+12;2253;480;14/06/2005;4,26;39;7
5808;9,78035E+12;2253;768;31/07/2001;3,67;753;59
5809;9,78055E+12;2253;363;01/11/1988;3,94;90;11
5810;9,78015E+12;2253;283;01/09/1973;4,26;460;73
5811;9,78159E+12;2254;388;26/09/2005;3,66;4513;515
5812;9,78045E+12;2254;448;01/04/2003;3,58;1152;76
5813;9,78045E+12;2254;448;01/04/2003;4,1;2564;64
5814;9,78159E+12;2254;368;13/03/2007;3,6;1760;190
5815;9,78075E+12;2254;448;16/07/1992;4,16;2646;68
5816;9,78075E+12;2254;416;16/07/1992;4,14;5422;163
5817;9,78045E+12;2254;401;19/05/2003;3,94;2222;80
5818;9,78045E+12;2254;512;01/09/1994;3,78;1118;46
5819;9,78225E+12;2254;510;10/04/2002;3,55;3;1
5820;9,78225E+12;2254;539;01/06/1992;3,99;9;2
5821;9,78006E+12;2255;6;25/07/2006;4,25;16;1
5822;9,78079E+12;2255;13;01/02/2005;4,25;48;19
5823;9,78006E+12;2255;6;25/01/2005;4,25;39;9
5824;9,78055E+12;2256;0;18/05/1998;4,26;11;1
5825;9,78055E+12;2256;4;01/05/1996;4,13;17;0
5826;9,78055E+12;2256;0;01/12/1989;4,01;1;0
5827;9,78074E+12;2256;0;01/06/2000;4,13;3;0
5828;9,78074E+12;2256;0;09/01/2007;4,27;15;1
5829;9,78157E+12;2256;0;01/05/2006;4,05;1;1
5830;9,78342E+12;2257;400;01/07/2002;4,17;16;2
5831;9,78159E+12;2258;0;30/05/2006;4,13;112;16
5832;9,78142E+12;2258;473;25/02/2007;4,02;152;41
5833;9,78159E+12;2258;0;28/08/2007;3,93;41;9
5834;9,78159E+12;2258;12;23/08/2005;3,8;79;18
5835;9,78068E+12;2259;0;31/05/1994;3,44;16;2
5836;9,78074E+12;1105;447;11/02/2003;3,99;421575;23793
5837;9,78053E+12;2260;336;01/06/1993;3,97;35;1
5838;9,78035E+12;2261;416;01/05/2001;3,97;16557;502
5839;9,78035E+12;2261;288;01/05/2001;3,35;1554;54
5840;9,78035E+12;2261;369;01/05/2001;3,71;12374;330
5841;9,78045E+12;2261;544;01/10/1979;3,72;5197;215
5842;9,78045E+12;2261;448;04/10/2005;4,37;180;17
5843;9,78035E+12;2261;304;28/09/2004;3,83;3232;222
5844;9,7814E+12;2177;294;01/12/2004;3,66;168;14
5845;9,7814E+12;2177;96;01/05/2003;3,55;76;5
5846;9,78074E+12;2177;320;01/04/2003;3,67;1029;53
5847;9,78043E+12;2177;272;04/05/2004;3,72;209;35
5848;9,78084E+12;2177;201;01/08/2006;3,93;673;68
5849;9,78074E+12;2177;288;01/09/2006;3,77;457;18
5850;9,78043E+12;2177;272;01/05/2007;3,65;151;29
5851;9,78043E+12;2177;256;05/07/2005;3,71;196;38
5852;9,78074E+12;638;356;24/09/2002;3,45;53587;1330
5853;9,78038E+12;971;0;09/06/2000;4,29;107;3
5854;9,78035E+12;971;400;23/06/1997;4,02;27;5
5855;9,78039E+12;2262;213;31/12/1972;3,53;94;10
5856;9,78227E+12;971;342;13/01/1999;3,86;16;3
5857;9,7803E+12;2263;232;11/08/2003;3,69;361;39
5858;9,7814E+12;2264;320;19/09/2006;4,02;4545;477
5859;9,78045E+12;92;211;01/02/2007;3,4;34;3
5860;9,78079E+12;2265;768;15/08/2001;4,12;1126;50
5861;9,78047E+12;2266;272;01/02/2007;3,78;1086;89
5862;9,78156E+12;2267;342;15/01/1999;3,63;38;4
5863;9,78067E+12;708;336;10/06/2006;4,18;198;6
5864;9,78068E+12;708;380;31/05/1994;4,15;4053;123
5865;9,78849E+12;2268;318;01/07/2007;3,81;24;3
5866;9,78032E+12;2269;406;20/04/2006;3,94;599;16
5867;9,78074E+12;2269;336;15/11/2001;3,74;341;12
5868;9,78014E+12;2270;272;05/09/2006;4,22;7838;681
5869;9,78157E+12;1846;0;15/10/2004;4,26;214;49
5870;9,7814E+12;1834;294;23/08/2007;4,09;5588;942
5871;9,78074E+12;1834;111;28/10/2003;3,29;115;22
5872;9,7814E+12;72;208;14/11/2006;4,03;6952;422
5873;9,7814E+12;72;192;14/11/2006;4,03;3205;195
5874;9,78032E+12;2271;192;04/10/2006;3,59;7948;135
5875;9,78032E+12;2271;224;01/04/2002;3,52;54400;2271
5876;9,78032E+12;2271;240;07/05/2003;3,55;16452;412
5877;9,78032E+12;2271;224;06/10/2004;3,71;17875;204
5878;9,78006E+12;2272;336;29/08/2006;3,51;1976;297
5879;9,78029E+12;2273;248;12/10/2000;3,96;131;19
5880;9,78193E+12;2274;204;01/08/2004;3,74;49;10
5881;9,78077E+12;2275;320;18/12/2007;4,12;323;37
5882;9,78142E+12;2276;416;01/07/2006;3,6;2164;139
5883;9,78044E+12;1709;308;07/03/2006;4,01;37360;799
5884;9,78035E+12;2277;393;28/02/2006;4,24;5130;163
5885;9,78055E+12;2278;416;01/11/2005;4,09;9151;269
5886;9,78014E+12;547;345;08/03/2004;4,03;163599;4453
5887;9,78006E+12;2279;330;17/10/2006;3,98;18419;1371
5888;9,78053E+12;2280;32;01/03/2000;4,03;1315;197
5889;9,78075E+12;2281;296;01/04/2008;4,14;8359;319
5890;9,78159E+12;266;88;10/01/2002;3,65;23;3
5891;9,78047E+12;205;150;28/10/1999;3,86;3834;134
5892;9,78037E+12;2282;192;23/01/1998;3,89;634;32
5893;9,78037E+12;2283;192;25/08/2004;3,74;224;20
5894;9,78037E+12;1620;256;25/10/2004;3,95;506;22
5895;9,78006E+12;2284;384;28/11/2006;3,79;2103;84
5896;9,78044E+12;2285;186;11/05/2004;3,76;1969;252
5897;9,78038E+12;2285;274;14/08/2007;3,82;713;110
5898;9,78158E+12;1397;210;15/09/2005;4,86;5;0
5899;9,78079E+12;415;262;01/09/2004;3,72;5977;620
5900;9,78079E+12;415;268;01/04/2006;3,64;1615;145
5901;9,78077E+12;2286;288;09/09/2003;4,05;966;108
5902;9,78849E+12;2287;496;01/02/2007;3,66;18;1
5903;9,78193E+12;2288;224;10/04/2007;3,63;925;112
5904;9,78159E+12;2289;320;27/11/2006;3,3;56;9
5905;9,78983E+12;144;784;01/07/2006;4,11;28;6
5906;9,7807E+12;144;452;05/10/2000;4,11;57;8
5907;9,7801E+12;473;289;03/08/2000;3,92;49307;1637
5908;9,7814E+12;473;262;14/09/2004;3,61;65139;2120
5909;9,78039E+12;473;320;01/05/2007;3,81;55592;2516
5910;9,78098E+12;2290;297;04/01/2007;3,39;6015;327
5911;9,7801E+12;473;293;01/08/2002;3,7;1557;115
5912;9,7814E+12;473;419;11/04/2006;3,59;78280;3745
5913;9,7814E+12;473;176;08/07/2003;3,51;8460;415
5914;9,78074E+12;473;14;10/05/2005;3,59;57;23
5915;9,78022E+12;473;233;05/08/2004;3,57;213;15
5916;9,78022E+12;473;416;01/05/2005;3,59;173;15
5917;9,78207E+12;473;365;04/02/2001;3,92;14;0
5918;9,78988E+12;473;442;28/08/2006;3,59;116;13
5919;9,78844E+12;473;253;31/05/2005;3,57;11;1
5920;9,78074E+12;373;291;01/07/2002;3,79;9882;338
5921;9,78155E+12;373;152;01/05/2003;3,83;807;40
5922;9,78155E+12;373;176;04/08/2005;4,34;256;22
5923;9,78001E+12;373;279;01/07/2002;3,67;361;32
5924;9,78074E+12;373;282;01/03/2008;3,5;8283;202
5925;9,78043E+12;1709;339;04/02/2003;3,91;13020;316
5926;9,7804E+12;1709;371;07/08/2007;3,69;16342;1258
5927;9,78006E+12;1709;224;29/07/2003;4,06;30566;585
5928;9,78043E+12;1709;308;07/01/2003;3,8;17632;388
5929;9,78014E+12;1709;304;26/10/1996;3,85;18228;358
5930;9,78189E+12;2291;208;01/09/2004;3,77;104;19
5931;9,78049E+12;2292;258;13/09/2001;3,77;62;4
5932;9,78006E+12;565;1;31/08/2004;4,24;1666;208
5933;9,78006E+12;565;64;26/09/2006;4,03;284;31
5934;9,78156E+12;565;95;01/12/1997;4,22;12377;198
5935;9,78157E+12;565;46;27/12/2004;3,83;1706;171
5936;9,78079E+12;2293;120;15/11/2006;4,06;2113;54
5937;9,78156E+12;2293;224;01/06/1996;3,95;8822;372
5938;9,78156E+12;2293;80;01/08/1995;3,44;688;40
5939;9,7814E+12;2293;144;01/02/2006;3,41;693;44
5940;9,78079E+12;2293;144;27/09/2006;4,06;7602;135
5941;9,7814E+12;2293;224;04/01/2006;3,79;2046;98
5942;9,78156E+12;2293;192;17/04/2000;4,08;5447;235
5943;9,7814E+12;2293;320;01/06/2004;3,75;3907;266
5944;9,7814E+12;2293;203;01/04/2007;4,27;1363;52
5945;9,78156E+12;2293;93;01/04/1997;3,98;3714;96
5946;9,78156E+12;2293;128;01/07/1998;3,79;4294;123
5947;9,78156E+12;2293;96;01/10/2000;3,97;5165;143
5948;9,78079E+12;2293;1096;06/12/2006;4,23;2952;112
5949;9,78031E+12;2294;240;09/03/2005;3,48;429;57
5950;9,78156E+12;2293;55;31/12/1998;3,57;1269;66
5951;9,7814E+12;2293;216;11/01/2005;4,1;51984;1469
5952;9,78987E+12;2293;96;25/11/2005;3,97;7;2
5953;9,7814E+12;2293;256;30/08/2006;4,15;2322;77
5954;9,78079E+12;2293;112;15/11/2006;3,75;1797;55
5955;9,7814E+12;2293;288;01/12/2002;4,2;3346;83
5956;9,78156E+12;2293;232;01/08/2001;4,21;4084;86
5957;9,78069E+12;513;160;28/11/2006;3,84;2311;347
5958;9,78156E+12;2293;104;01/02/1998;4,17;3882;74
5959;9,78156E+12;2293;224;01/02/2000;4,24;3852;63
5960;9,78193E+12;2295;100;15/09/2005;3,73;62;7
5961;9,78156E+12;2293;240;01/03/1999;4,19;4270;67
5962;9,78026E+12;2234;282;22/02/2002;3,74;609;90
5963;9,78156E+12;2296;208;01/02/1999;4,34;15496;281
5964;9,78156E+12;2296;144;01/09/1999;4,41;13360;193
5965;9,78156E+12;2296;144;01/07/2001;4,41;11372;146
5966;9,78156E+12;2296;133;01/09/2000;4,39;13331;146
5967;9,78156E+12;2296;140;01/04/2003;4,47;9963;90
5968;9,7814E+12;2296;144;01/06/2004;4,51;10308;184
5969;9,78156E+12;2296;144;01/12/2003;4,44;10331;90
5970;9,78156E+12;2296;144;01/11/2002;4,32;12633;88
5971;9,7814E+12;634;249;14/06/2005;3,75;1791;146
5972;9,78014E+12;128;592;24/02/2005;4,11;340;22
5973;9,78069E+12;1802;200;21/11/2004;4,32;26;2
5974;9,78074E+12;128;16;24/02/2004;4,11;19;5
5975;9,78193E+12;2297;343;01/10/2005;3,84;157;5
5976;9,78193E+12;2297;312;01/01/2004;3,64;58;3
5977;9,78097E+12;2298;399;01/04/2001;3,87;1010;34
5978;9,78039E+12;2299;134;15/03/2002;3,98;33;3
5979;9,78006E+12;2300;272;01/11/2005;3,73;71;5
5980;9,78045E+12;2299;576;02/09/2003;3,98;805;75
5981;9,78079E+12;2299;703;01/05/2004;3,98;78431;1355
5982;9,78068E+12;2301;240;30/04/1996;3,9;5729;209
5983;9,78049E+12;1483;73;04/06/2004;3,82;9975;210
5984;9,78039E+12;2302;573;01/01/1996;4,01;520;30
5985;9,78081E+12;2303;674;01/03/2004;4,28;77;11
5986;9,78062E+12;2304;491;15/08/2000;4,25;3473;426
5987;9,78074E+12;2305;256;09/04/2003;3,96;25;1
5988;9,78081E+12;2306;592;01/09/1993;3,98;823;37
5989;9,78006E+12;2307;176;06/02/2007;4,02;173;17
5990;9,78052E+12;2308;416;01/10/2005;3,97;158;10
5991;9,78003E+12;2309;368;15/09/1986;4,05;151;13
5992;9,78084E+12;2310;352;17/12/2003;3,86;79;11
5993;9,78039E+12;2311;320;17/04/2005;3,47;317;41
5994;9,78006E+12;2312;256;08/07/2003;3,65;226;31
5995;9,78081E+12;2313;288;25/10/2006;3,63;157;14
5996;9,78066E+12;2314;254;03/08/2006;3,77;126;23
5997;9,7816E+12;373;448;16/05/2006;3,69;617;72
5998;9,78189E+12;2315;270;01/09/2004;3,72;5298;468
5999;9,78039E+12;2316;352;13/07/1998;4,17;86;4
6000;9,78039E+12;2316;318;14/07/1997;4,02;305;27
6001;9,78039E+12;2316;384;17/01/2007;4,1;9837;552
6002;9,78097E+12;2317;282;01/10/2003;4,23;54;5
6003;9,78034E+12;638;686;21/09/2004;4,28;362;40
6004;9,78067E+12;638;231;23/06/2003;3,96;2309;230
6005;9,78141E+12;2318;175;29/12/2003;3,87;911;42
6006;9,78082E+12;2319;224;22/08/1989;4,11;247;24
6007;9,78077E+12;199;512;01/02/2004;3,79;291;38
6008;9,78193E+12;2320;160;20/04/2010;3,55;576;73
6009;9,78007E+12;2321;384;04/02/2004;3,63;580;21
6010;9,78084E+12;2322;80;04/11/1977;4,42;2663;141
6011;9,78142E+12;2323;458;31/10/2006;3,76;791;95
6012;9,78077E+12;891;301;23/01/2007;3,29;698;104
6013;9,78081E+12;891;380;01/05/2002;4,19;456;40
6014;9,78186E+12;891;204;08/11/2001;3,91;26767;1075
6015;9,7814E+12;891;188;08/03/2005;3,46;1878;142
6016;9,7885E+12;891;288;01/05/2006;4,09;63422;2486
6017;9,78035E+12;891;450;12/02/1978;4,22;622;33
6018;9,7814E+12;891;165;10/08/2004;3,52;1561;97
6019;9,78193E+12;2324;212;01/06/2006;4,21;454;11
6020;9,78184E+12;2325;224;17/01/2006;4,01;1002;27
6021;9,78185E+12;2325;215;01/12/2005;3,89;247;9
6022;9,78184E+12;2326;176;13/08/1997;3,32;165;25
6023;9,78081E+12;301;96;01/12/2000;3,84;4190;147
6024;9,78014E+12;301;253;30/11/2000;3,92;1590;140
6025;9,78055E+12;2327;426;01/01/1985;3,94;932;70
6026;9,78087E+12;202;58;01/06/2001;4,08;26252;344
6027;9,78074E+12;2328;384;07/08/2006;3,39;52;8
6028;9,78077E+12;2329;368;27/05/2003;3,72;37153;822
6029;9,78014E+12;2329;450;06/08/1998;3,65;683;66
6030;9,78061E+12;676;0;01/05/2001;3,7;0;0
6031;9,78189E+12;2330;272;01/06/2001;3,76;51;6
6032;9,78068E+12;306;440;07/04/1998;3,92;20178;590
6033;9,78043E+12;2331;448;05/02/2002;3,81;609;82
6034;9,78045E+12;2329;389;06/06/2006;3,7;29112;651
6035;9,78038E+12;2332;391;01/06/1996;3,78;299;7
6036;9,78037E+12;2333;299;09/05/2006;4,11;560;33
6037;9,78156E+12;2334;213;28/04/1999;3,64;77;6
6038;9,78038E+12;2335;272;09/03/1999;3,52;58;6
6039;9,78159E+12;2336;206;14/01/2004;4,36;5862;55
6040;9,78345E+12;1136;560;01/05/2001;3,81;59;0
6041;9,7885E+12;1136;648;30/12/2005;3,79;169;9
6042;9,78271E+12;1136;593;04/05/2005;3,69;11;4
6043;9,7814E+12;1136;592;17/09/2002;3,81;34;5
6044;9,78014E+12;1136;304;28/07/2009;3,52;401;43
6045;9,7885E+12;1136;595;30/03/2003;3,95;204;21
6046;9,78355E+12;2337;332;01/04/2003;3,4;11;2
6047;9,78227E+12;1136;608;05/06/2003;3,81;6;0
6048;9,78227E+12;1136;563;02/05/2002;3,95;7;1
6049;9,7884E+12;1136;594;31/01/2003;3,95;7;0
6050;9,78345E+12;1136;477;01/02/2003;3,75;16;1
6051;9,7801E+12;676;314;29/09/2003;3,7;61;6
6052;9,78037E+12;2338;312;23/01/2004;3,68;4756;84
6053;9,78409E+12;2336;192;18/11/1998;4,26;16;0
6054;9,78409E+12;2336;192;08/08/1998;4,27;15;0
6055;9,78409E+12;2336;192;18/12/2001;4,26;11;1
6056;9,78409E+12;2336;192;05/12/2002;4,29;12;1
6057;9,78409E+12;2336;192;10/12/1997;4,29;15;0
6058;9,78409E+12;2336;192;09/08/2001;4,25;13;1
6059;9,78409E+12;2336;192;18/06/2002;4,28;11;1
6060;9,78409E+12;2336;192;18/09/1999;4,25;13;0
6061;9,78409E+12;2336;192;09/08/2000;4,25;14;1
6062;9,78409E+12;2336;192;18/02/2000;4,3;13;1
6063;9,78409E+12;2336;192;17/04/1999;4,28;15;0
6064;9,78409E+12;2336;192;18/04/1997;4,27;41;3
6065;9,78409E+12;2336;192;18/09/2002;4,28;12;1
6066;9,78157E+12;2336;216;08/03/1997;3,97;32;1
6067;9,78157E+12;2336;200;06/12/1997;4,04;27;0
6068;9,78848E+12;2336;416;30/08/2005;4,08;38;0
6069;9,78157E+12;2336;208;05/06/1995;4,11;72;4
6070;9,78157E+12;2336;400;05/06/1997;3,97;131;7
6071;9,78409E+12;2336;176;18/09/2002;4,06;0;0
6072;9,78159E+12;2336;200;17/08/2004;4,11;1102;19
6073;9,78141E+12;2339;174;06/07/2004;3,54;406;31
6074;9,78035E+12;2340;672;03/06/2003;4,02;11246;148
6075;9,78001E+12;2340;479;18/11/1996;3,98;174;3
6076;9,78055E+12;2340;617;01/06/1994;4,15;4544;69
6077;9,78055E+12;2340;480;21/07/2010;3,99;5020;101
6078;9,78035E+12;2340;496;23/06/1997;3,98;15389;109
6079;9,78055E+12;2340;518;21/10/2009;4,08;5460;89
6080;9,78142E+12;2341;192;07/08/2007;3,83;494;40
6081;9,78189E+12;2342;80;01/03/2006;3,5;2;0
6082;9,78037E+12;2343;215;23/07/1993;3,89;17;1
6083;9,78032E+12;663;264;01/01/2007;3,64;6754;744
6084;9,78032E+12;663;182;01/09/2006;3,84;2646;247
6085;9,78032E+12;663;166;01/10/2006;3,88;5653;800
6086;9,78043E+12;663;286;05/08/2003;3,78;54261;4232
6087;9,78035E+12;663;352;01/06/2004;3,83;11910;965
6088;9,78081E+12;979;486;14/11/1995;4,35;20028;381
6089;9,78081E+12;979;336;02/07/1996;3,75;17981;522
6090;9,78068E+12;979;566;26/10/1993;4,35;445;30
6091;9,78082E+12;2344;136;31/10/1986;4,17;1287;45
6092;9,78039E+12;2345;462;17/09/2004;4,46;3132;103
6093;9,78052E+12;2345;680;03/10/2006;4,3;4420;165
6094;9,78055E+12;2345;762;01/01/2003;4,3;877;55
6095;9,78052E+12;876;295;01/07/2001;3,62;1421;68
6096;9,7814E+12;2346;183;20/09/2006;3,83;3515;339
6097;9,78081E+12;2347;399;01/02/2004;3,41;1;0
6098;9,78089E+12;2347;368;01/09/1994;3,74;35;0
6099;9,78081E+12;2347;341;01/07/1998;3,72;29;1
6100;9,78089E+12;2347;352;01/05/1995;3,87;63;2
6101;9,78089E+12;2347;372;01/07/1986;3,98;159;6
6102;9,78089E+12;2347;400;01/04/1991;3,99;68;1
6103;9,7814E+12;2348;448;23/11/2004;4,22;532;23
6104;9,7814E+12;2348;384;10/04/2007;4,21;637;24
6105;9,78077E+12;2348;288;08/04/2003;4,14;48;3
6106;9,78156E+12;2349;160;01/05/1994;3,84;885;32
6107;9,78037E+12;2349;432;09/06/2004;4,43;189;14
6108;9,78006E+12;2157;352;02/04/2002;3,61;379;33
6109;9,78031E+12;2157;329;01/01/2004;3,72;2155;191
6110;9,78006E+12;2157;352;01/12/1994;3,82;742;49
6111;9,78141E+12;2350;534;13/11/2006;4,04;1178;48
6112;9,7801E+12;2157;631;05/02/2004;4,25;1836;245
6113;9,78141E+12;2350;744;01/09/2006;4,17;244;11
6114;9,78006E+12;2157;352;02/04/2002;3,87;543;45
6115;9,78039E+12;2350;354;19/02/2002;3,97;515;76
6116;9,7801E+12;2157;355;01/11/2001;3,77;710;54
6117;9,78003E+12;2351;384;01/03/1991;3,77;293;17
6118;9,78068E+12;2352;178;28/01/1997;3,62;815;58
6119;9,7814E+12;2352;242;14/06/2005;3,32;412;36
6120;9,78062E+12;2353;528;17/03/2005;3,39;23;4
6121;9,7801E+12;2060;401;05/04/2001;3,96;71;5
6122;9,78038E+12;2060;208;14/03/2000;3,39;1071;49
6123;9,7801E+12;2060;288;07/04/2005;3,7;545;16
6124;9,78057E+12;2354;205;09/07/2001;3,58;46;3
6125;9,78057E+12;2354;284;05/04/2000;3,73;384;25
6126;9,78001E+12;2355;220;13/09/1993;4,1;3209;41
6127;9,7808E+12;2355;119;01/06/2001;3,97;75;5
6128;9,78052E+12;2355;351;25/07/1990;3,54;228;10
6129;9,78052E+12;2355;320;07/02/1991;3,95;93;3
6130;9,78022E+12;2355;80;12/02/1976;4,02;19;1
6131;9,7801E+12;343;229;16/04/2001;3,85;110;12
6132;9,78015E+12;343;248;01/12/1994;3,85;3532;153
6133;9,78225E+12;343;755;02/11/1983;4,12;745;49
6134;9,7885E+12;2356;741;24/06/2006;3,36;36;2
6135;9,78156E+12;768;96;01/04/2001;4,04;2180;224
6136;9,78157E+12;2357;32;01/07/2002;3,78;4;1
6137;9,78158E+12;2131;304;17/07/2001;4,1;679;53
6138;9,78033E+12;2127;288;09/04/1998;3,13;1411;182
6139;9,78014E+12;2127;271;27/05/2003;3,81;7966;960
6140;9,7804E+12;2127;224;17/09/1998;3,13;10;2
6141;9,78062E+12;2127;304;08/06/2001;3,41;4308;542
6142;9,78031E+12;2358;176;14/06/2002;3,72;152;16
6143;9,78006E+12;2122;344;28/11/2006;3,83;27424;1038
6144;9,78006E+12;2122;268;26/12/2006;4,17;11056;366
6145;9,78006E+12;2122;309;23/05/2006;3,69;60787;1693
6146;9,78006E+12;2122;345;27/12/2005;3,74;75856;2408
6147;9,78006E+12;2122;288;31/08/2006;3,55;19363;876
6148;9,78006E+12;2122;96;12/12/2006;3,67;9517;219
6149;9,78006E+12;2122;316;28/12/2004;4,17;30471;671
6150;9,78006E+12;2122;357;03/12/2002;3,7;12470;441
6151;9,78038E+12;2359;215;12/07/2005;3,49;3089;281
6152;9,78038E+12;2359;185;10/05/2005;3,84;59799;3373
6153;9,78044E+12;2359;240;01/02/2007;3,63;223;23
6154;9,78038E+12;2359;210;09/05/2006;3,93;14625;1190
6155;9,78044E+12;2359;170;01/06/1999;4,11;1435;65
6156;9,78044E+12;2359;288;01/05/2005;3,76;41;0
6157;9,78051E+12;2123;352;01/04/2002;3,62;534;33
6158;9,78074E+12;2123;352;01/02/2006;3,62;651;34
6159;9,78051E+12;2123;391;01/08/2000;3,57;244;27
6160;9,78043E+12;2123;292;03/07/2007;3,89;2368;162
6161;9,78051E+12;2123;369;06/05/2003;3,7;410;20
6162;9,78043E+12;2123;256;03/04/2007;3,59;901;73
6163;9,78051E+12;2123;338;01/08/2004;3,67;385;16
6164;9,78052E+12;2123;320;31/10/2006;3,64;4811;585
6165;9,78193E+12;2360;243;01/06/2004;3,8;679;69
6166;9,78019E+12;2361;352;18/01/2001;4,07;359;18
