;ISBN 13;Book title
542;9780806128948;Ovid's Metamorphoses: Books 1-5
543;9780806114569;Ovid’s Metamorphoses: Books 6-10
544;9780814317327;Latin Via Ovid: A First Course
545;9780674992559;The Art of Love and Other Poems
546;9780520242609;The Poems of Exile: Tristia and the Black Sea Letters
547;9780674990470;Metamorphoses: Volume 2  Books IX-XV
548;9780674990463;Metamorphoses: Volume I  Books I-VIII
549;9780814326114;Practice! Practice!: A Latin Via Ovid Workbook
550;9780806115603;Tibullus: A Commentary
551;9780691015972;Dionysiac Poetics and Euripides' Bacchae
552;9780195143102;Antigone
553;9780195143737;Antigone
554;9780130158857;Object-Oriented Programming in C++
555;9781857150605;The Iliad
556;9780226301198;Love  Sex & Tragedy: How the Ancient World Shapes Our Lives
557;9780521315791;Reading Greek Tragedy
558;9780521011761;Who Needs Greek? Contests in the Cultural History of Hellenism
559;9780521479349;Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture)
560;9781585424832;2012: The Return of Quetzalcoatl
561;9780767907439;Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism
562;9780743233217;Them: Adventures with Extremists
563;9780743270601;The Men Who Stare at Goats
564;9780393061314;Guns  Germs and Steel: The Fates of Human Societies
565;9780865475090;Caught Inside: A Surfer's Year on the California Coast
566;9780385486804;Into the Wild
567;9780785268833;Wild at Heart: Discovering the Secret of a Man's Soul
568;9780743246989;Wild Swans: Three Daughters of China
569;9780446579674;Wild Fire (John Corey  #4)
570;9780515142396;Born to Be Wild
571;9780439227148;The Call of the Wild
572;9780375825385;Wild About Books
573;9781591583660;In Web Design for Libraries
574;9780805063899;Nickel and Dimed: On (Not) Getting by in America
575;9780394417752;The History of Sexuality 1: An Introduction
576;9780140268683;The History of Sexuality  Volume 1: The Will to Knowledge
577;9780140137347;The History of Sexuality  Volume 2: The Use of Pleasure
578;9780140251579;The Making of Pride and Prejudice
579;9780192802385;Pride and Prejudice
580;9780143036234;Pride & Prejudice
581;9780486440910;Pride and Prejudice
582;9781593083243;Pride and Prejudice
583;9781400032808;Under the Banner of Heaven: A Story of Violent Faith
584;9780375752674;Iceland: Land of the Sagas
585;9780385494786;Into Thin Air: A Personal Account of the Mount Everest Disaster
586;9780679783619;In the Land of White Death: An Epic Story of Survival in the Siberian Arctic
587;9780374292799;The World Is Flat: A Brief History of the Twenty-first Century
588;9788427032224;La Tierra es plana: Breve historia del mundo globalizado del siglo XXI
589;9780898868098;The Avalanche Handbook
590;9780590422673;Avalanche
591;9780451529305;Little Women
592;9781402714580;Little Women (Little Women  #1)
593;9780439101363;Little Women
594;9780517221167;Little Women
595;9781931082730;Little Women  Little Men  Jo's Boys
596;9781904633273;Little Women
597;9780743487603;A Tale of Two Cities
598;9781593081386;A Tale of Two Cities
599;9781586633523;A Tale of Two Cities: Charles Dickens
600;9781593080556;A Tale of Two Cities
601;9781857151435;A Tale of Two Cities
602;9780671792275;Den of Thieves
603;9781405228183;Den of Thieves (Cat Royal  #3)
604;9780517093399;Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities
605;9780375760051;Bleak House
606;9780451530042;David Copperfield
607;9780671882365;What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England
608;9780670030774;Charles Dickens
609;9780140436143;Martin Chuzzlewit
610;9780465031269;Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters)
611;9780060183073;The Third Chimpanzee: The Evolution & Future of the Human Animal
612;9780822533894;J.K.Rowling
613;9780439321624;Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry
614;9780826452320;J.K. Rowling's Harry Potter Novels: A Reader's Guide
615;9780747584667;Harry Potter and the Half-Blood Prince (Harry Potter  #6)
616;9780765342515;The Santaroga Barrier
617;9780765342539;The Dosadi Experiment (ConSentiency Universe  #2)
618;9780765342522;The Eyes of Heisenberg
619;9780413772787;The Birds (Methuen Drama)
620;9781420926712;The Frogs
621;9780198144960;Lysistrata
623;9781573921336;Assembly of Women (Literary Classics)
624;9780198145042;Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves
625;9781853991141;Aristophanes and His Theatre of the Absurd
626;9781883011086;Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters
627;9781883011079;Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window
628;9780375415029;The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library)
629;9780394758268;The High Window (Philip Marlowe  #3)
630;9780394757650;The Simple Art of Murder
631;9780394758282;The Big Sleep (Philip Marlowe  #1)
632;9780394757681;The Long Goodbye (Philip Marlowe  #6)
633;9780812970401;An Evening of Long Goodbyes
634;9780452286870;The Long Goodbye: Memories of My Father
635;9781421501567;Ghost In the Shell 2: Innocence: After the Long Goodbye
636;9780563524748;The Long Goodbye (Philip Marlowe  #6)
637;9780670034727;Breaking the Spell: Religion as a Natural Phenomenon
638;9780684824710;Darwin's Dangerous Idea: Evolution and the Meanings of Life
639;9780142003848;Freedom Evolves
640;9780262540377;Brainstorms: Philosophical Essays on Mind and Psychology
641;9780465073511;Kinds of Minds: Towards an Understanding of Consciousness
642;9780387987200;Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation
643;9780262540421;Elbow Room: The Varieties of Free Will Worth Wanting
644;9780553345841;The Mind’s I: Fantasies and Reflections on Self and Soul
645;9780553103748;The Illustrated A Brief History of Time
646;9780553804362;A Briefer History of Time
647;9780553802023;The Universe in a Nutshell
648;9780762419227;God Created the Integers: The Mathematical Breakthroughs That Changed History
649;9780465081981;Stephen Hawking's Universe: The Cosmos Explained
650;9780393324464;The Future of Spacetime
651;9780380707638;Stephen Hawking's Universe
652;9780691050843;The Nature of Space and Time
653;9780060977108;The Physics of Star Trek
654;9780713484076;Falconry & Hawking
655;9780316281331;The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike
656;9780452282315;The Art of Nonfiction: A Guide for Writers and Readers
657;9780452278875;The Journals of Ayn Rand
658;9780451191151;The Fountainhead
659;9780446618762;The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life
660;9780060793197;The 3-Hour Diet: On the Go
661;9781400051571;The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late
662;9780312425029;Specimen Days
663;9780312424084;A Home at the End of the World
664;9780316172325;Blink: The Power of Thinking Without Thinking
665;9780849945113;Blink
666;9780743422079;Blink-182: Tales from Beneath Your Mom
667;9780517147689;The Complete Novels
668;9780452286535;The Jane Austen Book Club
669;9780517118290;Jane Austen: The Complete Novels
670;9780192832979;Jane Austen's Letters
671;9780192802637;Persuasion
672;9780972121798;Tea with Jane Austen
673;9780743564366;The Old Man and the Sea
674;9780764586606;Cliffs Notes on Hemingway's The Old Man and the Sea
675;9780679731368;Flaubert's Parrot
676;9780140435825;Flaubert in Egypt: A Sensibility on Tour
677;9780192836229;A Sentimental Education
678;9780140448009;Three Tales
679;9780140447972;Sentimental Education
680;9780226735191;The Family Idiot 5: Gustave Flaubert 1821-1857
681;9780312422158;Middlesex
682;9780743270755;Team of Rivals: The Political Genius of Abraham Lincoln
683;9780743223133;John Adams
684;9781574671322;The John Adams Reader: Eseential Writings on an American Composer
685;9780142437117;The Letters of John and Abigail Adams
686;9780393311334;Passionate Sage: The Character and Legacy of John Adams
687;9780142437780;The Portable John Adams
688;9780764553028;Sex For Dummies
689;9780471773863;Baby Signing For Dummies
690;9780452281325;The Feeling Good Handbook
691;9780684842233;On Death and Dying
692;9780684839370;Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying
693;9780072920963;The Last Dance: Encountering Death and Dying
694;9780938497196;Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi)
695;9780671708634;The Seven Habits of Highly Effective People
696;9780743250979;The 7 Habits of Highly Effective People Personal Workbook
697;9780671887179;Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day
698;9781932073201;Way of the Peaceful Warrior: A Book That Changes Lives
699;9780915811236;Secret of the Peaceful Warrior
700;9780425179611;It's Not about the Bike: My Journey Back to Life
701;9780306814556;23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory
702;9780671869205;Truman
703;9781400096916;The Complete Stories of Truman Capote
704;9780679600855;Breakfast at Tiffany's: A Short Novel and Three Stories
705;9780345478207;Murder at The Washington Tribune (Capital Crimes  #21)
706;9780449007389;Murder at Ford's Theatre (Capital Crimes  #19)
707;9780679745648;Other Voices  Other Rooms
708;9780739333648;In Cold Blood
709;9780684868769;Emergence: The Connected Lives of Ants  Brains  Cities  and Software
710;9780446671828;Emergence: Labeled Autistic
711;9780813527406;The Emergence of Life on Earth: A Historical and Scientific Overview
712;9780684842578;The Ghost Stories of Edith Wharton
713;9780940450318;The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence
714;9781883011949;Collected Stories  1911-1937
715;9780940450530;Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance
716;9780486420493;The House of Mirth
717;9780689304576;Below the Root
718;9780440802501;The Witches of Worm
719;9780307236012;The Deeper Meaning of Liff
720;9781597770071;Dirk Gently's Holistic Detective Agency (Dirk Gently #1)
721;9780618056996;The Letters of J.R.R. Tolkien
722;9780618083558;The History of the Lord of the Rings (The History of Middle-earth #6-9)
723;9780395291306;The Languages of Tolkien's Middle-Earth
724;9780618574995;The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3)
725;9780618009367;Farmer Giles of Ham
726;9780140272925;Tandia
727;9780670910618;Matthew Flinders' Cat
728;9780140271577;Solomon's Song (The Potato Factory  #3)
729;9780198111849;An Introduction to Old Norse
730;9780815319665;Cold Counsel: Women in Old Norse Literature and Myth
731;9780671792763;Brave Companions: Portraits in History
732;9780671447540;Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt
733;9780684813639;John Adams
734;9780844662923;The Johnstown Flood
735;9780743262132;The Path Between the Seas: The Creation of the Panama Canal  1870-1914
736;9780451188458;The Bone Collector (Lincoln Rhyme  #1)
737;9780761452423;The Bone Collector's Son
738;9788466305136;El Coleccionista De Huesos (Lincoln Rhyme  #1)
739;9789626343586;Moby Dick
740;9780763630188;Moby-Dick
741;9780143058090;Moby Dick
742;9781593080181;Moby-Dick
743;9780415247719;Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook
744;9780192781536;Moby Dick: or The White Whale (Oxford Illustrated Classics)
745;9780919123700;Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts)
746;9780192741561;Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series)
747;9780252063022;Melville and the politics of identity: From *King Lear* to *Moby-Dick*
749;9780515139730;Double Tap (Paul Madriani  #8)
750;9780515121490;The List
751;9780061020612;"Witches Abroad (Discworld  #12; Witches #3)"
752;9780812967050;The Innocents Abroad
753;9781854583529;Teaching English Abroad
754;9780862921477;Theocritus: Select Poems: Select Poems
755;9780674996236;The Shield. Catalogue of Women. Other Fragments. (Hesiod II)
756;9780393977615;Death and the King's Horseman
757;9780141439976;The Time Machine
758;9780743487733;The Time Machine
759;9781571741028;The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium
760;9780439436540;The Time Machine
761;9781842124024;The Complete Short Stories
762;9780812970753;Selected Stories
763;9780141441115;Tono-Bungay
764;9780307264893;The Name of the Rose (Everyman's Library (Cloth))
765;9780824512590;In the Name of Jesus: Reflections on Christian Leadership
766;9781400083114;Blood Done Sign My Name: A True Story
767;9780156007757;Blindness
768;9780156001410;The Gospel According to Jesus Christ
769;9780156010597;All the Names
770;9780156013031;The Tale of the Unknown Island
771;9780156005203;Baltasar and Blimunda
772;9780156028790;The Cave
773;9780156004015;The Stone Raft
774;9781860465024;The Year of the Death of Ricardo Reis
775;9788466312806;El hombre duplicado
776;9788466314749;Ensayo sobre la lucidez
777;9788466306799;La caverna
778;9780156006248;The History of the Siege of Lisbon
779;9789587043648;Las intermitencias de la muerte
780;9780890093894;The Treasured Writings of Kahlil Gibran
781;9780001000391;The Prophet
782;9780394448046;A Tear and a Smile
783;9780143036388;On the Road
784;9780141182674;On the Road
785;9780375711169;De Kooning: An American Master
786;9783829602266;Willem de Kooning: Late Paintings
787;9780679725404;Aké: The Years of Childhood
788;9780143034544;Ready for Anything: 52 Productivity Principles for Getting Things Done
789;9780807744680;The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work
790;9780195137897;Sun Tzu and the Art of Business: Six Strategic Principles for Managers
791;9780071460828;Marketing Warfare
792;9780316346627;The Tipping Point: How Little Things Can Make a Big Difference
793;9780786887170;Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.
794;9780060521998;The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business
795;9780141439563;Great Expectations
796;9780393960693;Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism
797;9780664241582;Luther and Erasmus: Free Will and Salvation (Library of Christian Classics)
798;9780060935467;To Kill a Mockingbird
799;9780060888695;To Kill a Mockingbird
800;9780061205699;To Kill a Mockingbird
801;9780761501664;The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent
802;9780486287591;A Modest Proposal and Other Satirical Works
803;9781416500391;Gulliver's Travels / A Modest Proposal
804;9781556434952;Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova)
